dialogue,label,user
He's not the Steve Nash. He's big though. He's kind of like...Scranton's Steve Nash.,Angela,Kyen
"Hold on, hold on, what's going on?",Dwight,Kyen
"We're all homos! Homosapiens. Gays aren't necessarily who you think they are, people. I mean anybody could be gay. Business-men. Like antique dealers, or hairdressers, or... accountants. Oscar, why don't you take this opportunity to officially come out, to everybody here. However you want to do it. Go ahead. Stand up. I'm doing this for you.",Michael,Kyen
"Well, I wish that made me feel better. Listen, so everybody saw the promos and they’re kinda freaking out. Cause it seems like you got a lot of private stuff on camera-",Michael,Kyen
"Ok, ok, I was watching E!, and I saw Will Smith outside the Chinese Theater, and omhmygod, he looked so good...",Meredith,Kyen
Don’t tell me how to do my business.,Angela,Kyen
But my voice is unique. Like Bob Dylan.,Kevin,Kyen
What? No. I thought we were going to the hospital.,Pam,Kyen
Yeah. I know it’s not… a big deal.,Stanley,Kyen
I think you should get it. You really grew into it.,Pam,Kyen
â€¦ lit the whole thing on fire. It was crazy.,Kevin,Kyen
Hey.,Angela,Kyen
Can I kiss you?,Kevin,Kyen
"Thanks, Angela. You too.",Michael,Kyen
"It’s OK. I can’t always have what I want, but I can always want what I have.",Angela,Kyen
"Sensei, hello it's Sempai...",Michael,Kyen
"Oh man. It’s not a Jodie Foster afternoon without Little Man Tate, buddy.",Andy,Kyen
"Uh-huh. Well, well, well, who have we here? Ah, it is Prince Charles Miner. At your service. Everybody, this is Sir Charles Miner and he is the new VP for the Northeast region. So, just give it up for this big guy, right? Give it up. Here he is.",Michael,Kyen
Have you ever seen a burn victim?,Meredith,Kyen
"Okay, this is the moment that you have all been waiting for. Our first item up for bids tonight is something that I consider to be very boss indeed. It is a Yoga lesson from Holly Flax! Yoga! And I would like to start the bidding off at 300 dollars. 300 dollars do I hear 300 dollars? 300 dollars. Hey, batter batter batter, hey batter, swing batter, 300 dollars, 300 dollars, 300 dollars. Anybody, 300 dollars. 400 dollars. Who wants for 400- Do I see somebody in the back? Is there somebody in the back? Do I see somebody in the back? 400-450 Sold! For 300 dollars to me! What the hell is that?",Michael,Kyen
"Not much, it's just for tracking Dwight so---",Jim,Kyen
"It's not amazing... at all. It's sort of weird that I went and did that. And now your wish won't come true, so that blows.",Creed,Kyen
"Dweedle Dee and Dweedle Dumb-ass have been away on maternity leave. Now Dweedle Dumb-ass is back, and we have a problem. Yes, getting hooked on Mega-Desk was my own damn fault. But ... I don't care about assigning blame. All I care about is Mega-Desk. That is all I care about. Getting. More. Mega-Desk.",Dwight,Kyen
Alright. Well we’ll be there in ten minutes.,Oscar,Kyen
I think one of her cats did once. She came in with scratches all over her face.,Phyllis,Kyen
A number of your clients found your personal style abrasive and distasteful.,Michael,Kyen
"Oh, Man! If only Michael had children. That’s how you really apply the pressure.",Phyllis,Kyen
"That’s great. There’s a big, big future in that.",Ryan,Kyen
Yes! Yes! I would love to!,Pam,Kyen
My girlfriend’s back and there’s gonna be trouble-,Jim,Kyen
O.,Kevin,Kyen
Come on. Come on.,Michael,Kyen
"Oh, no, I have no training in this sort of thing.",Phyllis,Kyen
"Oh, yeah. She's hot.",Andy,Kyen
"Case anyone needs to go to the bathroom in the middle of the night, I don’t wannna get my head stepped on.",Kevin,Kyen
Thank you. So I saw you talking to Wallace earlier. Is he going to offer you the manager’s job?,Ryan,Kyen
No. No. Definitely. It's ..,Pam,Kyen
"Dwight Schrute. Well, hi there David Wallace. Why would you ever call me when the manager is out of town?",Dwight,Kyen
Oh my God!,Pam,Kyen
"That means don't. Haven't you seen Ghostbusters, Pam?",Dwight,Kyen
"I have a legal obligation to Angela. Okay, she needs to be serviced.",Dwight,Kyen
What happened to Phyllis?,Toby,Kyen
No.,Angela,Kyen
"When you know, you just know.",Pam,Kyen
"No, no, it's fine. Just gimme a second.",Pam,Kyen
Lame? You worked at Anthropology?,Kelly,Kyen
"Oh, and I’m not? Why would you say that? Because I’m having fun? You guys just are workin’ for the weekend, aren’t you? I’m workin’ for the week. Sales team, listen to me. This is what we’re gonna do. I’m gonna up the ante a little bit literally. Right here, I’m gonna put a crisp one hundred dollar bill. The person with the most sales at the end of the day gets to keep the cash. Sound good?",Michael,Kyen
Dwight’s car is gone.,Pam,Kyen
"Guys! Over here, we found the bus.",Oscar,Kyen
A- ah--,Meredith,Kyen
I think Bob is gonna cheat on me with his new secretary.,Phyllis,Kyen
"Well, I need to give my cat up for adoption.",Angela,Kyen
"Sometimes I will just stand here and watch television for hours. I love it, I love this TV. Oh and I also built this table.",Kevin,Kyen
"Um... let's um, let's keep our clothes.",Pam,Kyen
"Okay, team building! On this side of the room, Stanley, Phyllis, Jim, Ted, Elroy, and this side of the room, Pam, Meredith, Phyllis, Creed…",Michael,Kyen
Who brought in donuts?,Kevin,Kyen
"Yeah, obviously you are. Okay, everybody who thinks that Meredith is an alcoholic please raise your hand.",Michael,Kyen
Night Phyllis.,Meredith,Kyen
With sex!,Meredith,Kyen
"Go, go, go, go, go!!",Kelly,Kyen
Hey.,Pam,Kyen
"Yeah, we really did peel your grapes.",Meredith,Kyen
"Yeah, I guess.",Stanley,Kyen
This is Michael.,Michael,Kyen
"Ok. Fine. Yes, you can come.",Michael,Kyen
"This is a visual aid for my performance review. Budget is tight, and if anyone is getting a raise, it is gonna be a fight to the death. And I intend on winning that fight. ""Dwight: determined, worker, intense, good worker, hard worker, terrific. Dwight.""",Dwight,Kyen
"OK, good.",Oscar,Kyen
Okay.,Stanley,Kyen
"Check to see if she's faking. If a car hit me, it wouldn't crack my pelvis. You know what; I bet she cracked it at home. Jumped in front of the car to get some workers comp.",Meredith,Kyen
"No... No, it's all right. I'm OK. I'm OK. You guys... what are we gonna do about Jan?",Andy,Kyen
KGB -,Dwight,Kyen
Just ’cause you have liquid that doesn’t make it a toast.,Kevin,Kyen
But my biggest concern is that there's only one bathroom.,Angela,Kyen
I fell off the toilet. I’m caught between the toilet and the wall.,Kevin,Kyen
"Jim, I think I'm in your way.",Oscar,Kyen
"Hello, this is Dwight Schrute. Hello?",Dwight,Kyen
OK. Packer can go to hell.,Angela,Kyen
I didn’t hire anyone if that’s why you’re here.,Pam,Kyen
Flash cards. Doesn't really help me right now because I'm on a boat.,Ryan,Kyen
"Uh, Michael knows Pam. He asked me to do this just for him. He has his own reasons.",Jim,Kyen
For a CD mix tape...,Meredith,Kyen
"Dwight, please.",Michael,Kyen
There's a lot of choices. You got to help me here.,Toby,Kyen
How did he use it again?,Dwight,Kyen
That’s what I’ve heard.,Michael,Kyen
"Right. Um, well how ’bout we take a look at some applications? …This guy wrote his in green ink, that’s pretty cool. Check it out. Hey! There ya go…there he is.",Michael,Kyen
"Woah, you guys going to lunch?",Andy,Kyen
Someone to whisper in the ear of the consigliore.,Jim,Kyen
"Right, well, it's mine, so if you could pour it out and get another one.",Angela,Kyen
"What did they do to you, Angela?",Michael,Kyen
"Profess Powell, you are on speakerphone.",Jim,Kyen
"If I get to stay and Ryan is laid off, I will kill myself. Like Romeo and Juliet, the Claire Danes one.",Kelly,Kyen
"I know, but I'd like to give this a try.",Andy,Kyen
"I won’t be watching, and I won’t.",Oscar,Kyen
Hello everyone. We would just like to announce that our party is starting now in the break room. So... you can come by... .,Michael,Kyen
Michael!,Dwight,Kyen
Love you too.,Jim,Kyen
"The gun is just an accessory to the holster, okay? I can’t walk around wearing an empty holster.",Dwight,Kyen
Oscar. Oscar. I think I’m gay.,Creed,Kyen
No. Porcupines don’t have souls. They’re like dogs.,Angela,Kyen
You’re a presentation tool if you think I’m gonna tell Jan about this.,Michael,Kyen
"Oh, ok.",Stanley,Kyen
"I know why you’re doing this, Dwight.",Jim,Kyen
"Washington Street, the one with, like, twenty dongs on it.",Kevin,Kyen
"Cece was around 22 weeks, but Phillip was much earlier.",Phyllis,Kyen
"Ugh. Well, de-depends on how you define ""begin"". I mean, if it was from the first time we shook hands, that's like six years ago. If it's from the first time we kissed, that's like two years ago.",Phyllis,Kyen
"Okay, so, we do the restaurant thing and then... then... then we can do... We'll just do the restaurant thing first.",Oscar,Kyen
"No, Michael, people are blindfolded. That's a hazard.",Dwight,Kyen
No... I didn't steal your joke.,Jim,Kyen
"Excellent, thanks.",Michael,Kyen
"My God, Dwight. The best way to learn is by watching. That's why porn is a multi-trillion-dollar industry. Listen. Okay. Sit down, let me wow you.",Angela,Kyen
You know what? I think you just need to meet him.,Pam,Kyen
Do you want to get robbed in a foreign country? I wash my hands of this.,Toby,Kyen
"No mustard, no mustard. Just eat it, eat it, Phyllis. Dip it in the water so it'll slide down your gullet more easily.",Pam,Kyen
"Oh, yeah, no. Don't worry about it. I mean, he was being ridiculous.",Pam,Kyen
And you are√¢‚Ç¨¬¶,Jim,Kyen
Oh yeah?,Pam,Kyen
nan,Michael,Kyen
"No, no, no, no, no. Uh, weĂ˘â‚¬â„˘re just starting coupleĂ˘â‚¬â„˘s counseling. Uh, which doesnĂ˘â‚¬â„˘t sound any better.",Angela,Kyen
And I was wondering if you could sign my cast?,Kevin,Kyen
"I know, right?",Kevin,Kyen
"Wow! Who opened the morgue for this thing? I'm just driving by, thought I'd drop in. There's some wine. I would love a glass, if you're gonna open it. Here ya go Temp, take my jacket! Oh, come on! That guy? He is a good guy, not a terrorist. Karaoke, I love it! I am a karaoke fiend. I call dibs. I got next, I got next up. Come on, let's get this party started, ha! Ok? Where's that wine?",Andy,Kyen
I know.,Stanley,Kyen
"If I ever get that bad, you'd tell me, right?",Pam,Kyen
"Hey, Cece, DaddyĂ˘â‚¬â„˘s gonna have dinner with us tonight after he comes to your recital. Are you excited?",Phyllis,Kyen
Strawberries?,Pam,Kyen
Yes.,Stanley,Kyen
I just don't want you to.,Kelly,Kyen
"Yeah, but I'm using my falsetto.",Andy,Kyen
There is a disgruntled ex-employee sitting in his car in the parking lot.,Michael,Kyen
OK.,Stanley,Kyen
"You know what? You have forfeited that privilege. I have tried to treat you all as adults, but obviously I am the only adult here. Number one, inverted penis.",Meredith,Kyen
Do you want me off the call too Michael?,Dwight,Kyen
"Oh, tomorrow, that's gonna be tough 'cause I already laid out my outfit, so...",Erin,Kyen
Is she Asian?,Dwight,Kyen
"Oh, man. You know what? This might take a while. You really don't have to stay, if you don't want.",Pam,Kyen
How?,Oscar,Kyen
Check this out. My brother just got a new sailboat. He has NO idea what he just got himself into. There’s nothing harder than taking care of a boatĂ˘â‚¬Â¦am i right?,Dwight,Kyen
Can you believe this? He was pretty talkative at breakfast.,Michael,Kyen
I'm too excited to sleep.,Andy,Kyen
Oh yes. Ever since the storm.,Pam,Kyen
Hi.,Michael,Kyen
"Well, um, you know maybe you're the wise old guy that the new uh, B-O-N-E-R champ looks up to. You know, you could just–",Michael,Kyen
Mexican isn't offensive.,Dwight,Kyen
This conversation has two items on the agenda.,Oscar,Kyen
"Oh, yeah?",Stanley,Kyen
314 pies.,Kevin,Kyen
Who are you seeing? That’s grĂąâŹÂŠ,Pam,Kyen
Shhhh...,Angela,Kyen
"Hey, STOP IT! Okay, everybody out.",Michael,Kyen
Wrong. Flash floods. What is the true cause of Robert Mifflin's suicide?,Meredith,Kyen
Who?,Stanley,Kyen
I think he's singing.,Phyllis,Kyen
"Yeah, nothing. How was your day?",Pam,Kyen
"Oh yeah, Pam. Right. That's going to help things, just talk it out. I hope the war goes on forever and Ryan gets drafted.",Kelly,Kyen
"Hey, you were in there forever.",Jim,Kyen
"Uh, no, actually, uh, what I want is to own my own company.",Ryan,Kyen
Still decorative.,Dwight,Kyen
Phoenix Sun's point guard?,Andy,Kyen
A woman was murdered on this very floor in 1816. Haddie McGonagle. She was a prostitute.,Meredith,Kyen
Hey guys.,Stanley,Kyen
Here I go again on my own. Going down the only road I've ever known...,Creed,Kyen
I have been a loyal employee for a long time.,Dwight,Kyen
"Okay... don't ask me how I got it, let's just say that I have... connections. Mmm. Mmm. I'm the Godfather. I'm gonna eat this whole pizza. And then I'm gonna kill you. some cheese. You gotta fold it up. That's the way you eat pizza.",Creed,Kyen
What?,Stanley,Kyen
"IĂ˘â‚¬â„˘m sorry, we’re taking work time to move someone’s personal belongings into their new apartment.",Erin,Kyen
It's not sterile!,Angela,Kyen
Yankee Swap is like Machiavelli meets ... Christmas.,Michael,Kyen
Are you kidding me?,Angela,Kyen
"I think Jim would be a good boss. Plus he's eye candy. It's OK, Bob... Vance knows he's on my list. Um, George Clooney, Leonardo DiCaprio, Jim, and that British guy that got in trouble with a prostitute.",Phyllis,Kyen
You wanna make me happy? Huh?,Pam,Kyen
He's nice and he seems interested.,Pam,Kyen
"Dwight, your feedback is horrible.",Angela,Kyen
"No, nothing like that at all.",Michael,Kyen
That was your idea.,Michael,Kyen
Thanks for having me.,Pam,Kyen
Oh.,Stanley,Kyen
Message received loud and clear. Just have to get the caramelized sugar off the pan before it dries.,Kevin,Kyen
"Oh, well, Thursday’s tough, because of—",Oscar,Kyen
I can print out a new itinerary with Pam’s name on it.,Erin,Kyen
I can't believe I started the fire.,Dwight,Kyen
Am I in trouble here or something?,Kelly,Kyen
It slipped.,Kevin,Kyen
nan,Michael,Kyen
"Okay, hey, you already have the job. You don't have to convince me.",Ryan,Kyen
"As ranking number three in this office, I am order -",Ryan,Kyen
"These old colonials are great, when they’re sound. I’d love to take a look around.",Andy,Kyen
Didn't we? I think we did.,Michael,Kyen
"Yeah, I could use some fresh air. Might be fun.",Andy,Kyen
What?,Stanley,Kyen
Thanks.,Stanley,Kyen
I will not be participating as there is no evidence that charity works.,Dwight,Kyen
I have been my whole life.,Dwight,Kyen
"Me and Val were going nowhere and if I’m gonna be working in Philly, I’m gonna need my freedom. So, I convinced Val to breakup with me. Here’s how you do it. You say, “What are you gonna do, breakup with me?” Like it’s a joke, and then you gain a lot of weight.",Darryl,Kyen
Dudes…the dudes who are going to Florida were picked by Dwight and me.,Michael,Kyen
"What's it like without my glasses? Um, well, here, I'll show you. Unfocus your lens. A lot. I'm 20/400. You got it? Okay, I'm gonna spend the rest of the day like this. I can't see any of the things that would bother me on a normal day. I can't see anything disgusting, or ugly, or Michael... it's great.",Phyllis,Kyen
Whoa! What are you! Hey! Hey!,Andy,Kyen
Pam. Ms. Beasley if yer nastay! Janet Jackson. Hey! You having a wardrobe malfunction there? Or w---,Michael,Kyen
What's missing... the turtles. Where are the turtles? Where are the turtles?,Kelly,Kyen
"I can tell you thought about this a lot, I appreciate that.",Phyllis,Kyen
Then why'd you even offer!?,Dwight,Kyen
"Hey, any fun weekend plans?",Michael,Kyen
"Oh, new record!",Michael,Kyen
"Wait, this is the entertainment?",Angela,Kyen
"Because everything makes me cry, so what├óŌé¼Ōäós the difference? This dog, he just wants to protect his bone.",Kelly,Kyen
"Stanley just drank OJ out of my mug, and didn't seem to realize that it wasn't his hot coffee. So the question has to be asked, is there no limit to what he won't notice?",Jim,Kyen
"Every Halloween I tell him the same thing – You can’t bring weapons into the office, and every year he says the same thing – As soon as I get my weapons back I’m gonna kill you. But there I am at Thanksgiving, alive, you know. I’m a lucky turkey.",Angela,Kyen
"You know, Michael, sometimes my daughter's stomach hurts when there's a mean girl at school...",Phyllis,Kyen
Get out of my way. Huh!,Meredith,Kyen
He’s my best customer.,Michael,Kyen
"But, I'm sort of an expert at Photoshop, so it turned out fine in the end. When people work together, there is going to be conflict. You can't outrun your problems.",Oscar,Kyen
Yes!,Pam,Kyen
Happy Birthday!,Pam,Kyen
"No no, yes there is. Behind the shelves. Oh my God.",Pam,Kyen
"Why is Erin with me? That’s a great question. She is my coworker, and she needed a ride because she totaled her car.",Jim,Kyen
"Oh, no, that's, you don't have to.",Pam,Kyen
"Thank you, Michael.",Pam,Kyen
"You know what? We need to get our heads out of the box. If we did have something, what would it look like, what would it be? Tuna.",Oscar,Kyen
"So you can molest me? Oh, ok. I don't think so. We're going to leave the blinds open so every one can see what a big failure you are. That's the key.",Meredith,Kyen
